Czas [ms];aaaa[°C];Czas [ms];bbbb[-];Czas [ms];Ciś. pow. przed turb.[Pa];Czas [ms];Ciś. pow. za turb.[Pa];Czas [ms];Ciśnienie atmosferyczne[hPa];Czas [ms];Ciśnienie oleju[kPa];Czas [ms];Ciśnienie spalin[Pa];Czas [ms];Dopeł. zb. 1/3[-];Czas [ms];Dopeł. zb. 2/3[-];Czas [ms];Dopeł. zb. 3/3[-];Czas [ms];Dopełnianie[-];Czas [ms];Duży obieg[-];Czas [ms];ECT - wejście do sil.[°C];Czas [ms];ECT - wyjście z sil.[°C];Czas [ms];Główny obieg - przepływ[m³/h];Czas [ms];Główny obieg - temp.[°C];Czas [ms];GPReg_Setpoint0[°C];Czas [ms];GPReg_Setpoint1[°C];Czas [ms];GPReg_Setpoint2[°C];Czas [ms];Hamulec, lewa komora, temp.[°C];Czas [ms];Hamulec, prawa komora, temp.[°C];Czas [ms];Hamulec, przepływ wody[m³/h];Czas [ms];Ilość paliwa w zbiorniku[g];Czas [ms];Kanał_Statyczny1[-];Czas [ms];Kond. - przepływ wody[l/min];Czas [ms];Kontrolka zb. 1/3 [-];Czas [ms];Kontrolka zb. 2/3 [-];Czas [ms];Kontrolka zb. 3/3 [-];Czas [ms];MAF[kg/h];Czas [ms];Moc[kW];Czas [ms];Moment obrotowy[Nm];Czas [ms];Obroty[obr/min];Czas [ms];Poz. paliwa zb. 1/3[mm];Czas [ms];Poz. paliwa zb. 2/3[mm];Czas [ms];Poz. paliwa zb. 3/3[mm];Czas [ms];Przekaź. pompy paliwa[-];Czas [ms];Przekaźnik zapłonu[-];Czas [ms];Przepustnica[%];Czas [ms];Przepustnica Tryb0[%];Czas [ms];Przyklad[bar];Czas [ms];PWM Tryb0[%];Czas [ms];Rozrusznik[-];Czas [ms];Starter[-];Czas [ms];Stycz. chłodni went.[-];Czas [ms];Temp. oleju przed wym.[°C];Czas [ms];Temp. oleju w misce[°C];Czas [ms];Temp. oleju za wym.[°C];Czas [ms];Temp. otoczenia[°C];Czas [ms];Temp. pal. na wejściu sil.[°C];Czas [ms];Temp. pal. na wyjściu sil.[°C];Czas [ms];Temp. paliwa w zb. 1/3[°C];Czas [ms];Temp. paliwa w zb. 2/3[°C];Czas [ms];Temp. paliwa w zb. 3/3[°C];Czas [ms];Temp. powietrza przed turb.[°C];Czas [ms];Temp. powietrza za turb.[°C];Czas [ms];Temp. spalin 1/6[°C];Czas [ms];Temp. spalin 2/6[°C];Czas [ms];Temp. spalin 3/6[°C];Czas [ms];Temp. spalin 4/6[°C];Czas [ms];Temp. spalin 5/6[°C];Czas [ms];Temp. spalin 6/6[°C];Czas [ms];Temp.pal.na wyjściu[°C];Czas [ms];Temp.paliwa żądana[°C];Czas [ms];Wilgotność względna[%];Czas [ms];Wyłącznik bezpieczeństwa[-];Czas [ms];Zapłon[-];Czas [ms];Zaw. zb. paliwa 1/3[-];Czas [ms];Zaw. zb. paliwa 2/3[-];Czas [ms];Zaw. zb. paliwa 3/3[-];Czas [ms];Zawór reg. chł. cieczy[-];Czas [ms];Zużycie paliwa bieżące[g/s];Czas [ms];Zużycie paliwa średnie[g/s];
4106;12.9;;;4133;-323;4133;-260;4131;1003;4133;3.6;4135;-242;;;;;;;;;10693;0;4183;14;4183;14;4030;133.81;4132;19;6300;60.000;6300;26.000;6300;30.000;4184;16;4034;16;4134;11.5;5047;611.8448;;;4006;0.00;;;;;;;4133;0.0;2094;0.0;415;-0.7;415;0;4134;14;4134;2;4134;80;;;;;5131;0.1;2695;0.1;4080;0;2695;0.0;;;;;10693;0;4183;16;4181;14;4183;17;4132;14.8;4132;15;4132;16;4156;18;4156;18;4156;17;4184;17;4181;15;4032;14;4033;14;4033;14;4033;15;4180;0;4181;0;4106;18.8;4056;30.5;4132;41;;;;;;;;;;;10693;0;4056;0.0000;4056;0.00;
4306;12.9;;;4333;-323;4333;-205;4331;1003;4333;3.6;4335;-233;;;;;;;;;10707;0;4383;14;4383;14;4230;138.91;4332;19;6601;60.000;6601;26.000;6601;30.000;4385;16;4234;16;4335;11.5;5297;611.8118;;;4206;0.00;;;;;;;4334;0.0;2194;0.0;435;-0.7;435;0;4334;14;4334;2;4334;80;;;;;5382;0.1;2695;0.1;4281;0;2695;0.0;;;;;10707;0;4383;16;4382;14;4384;17;4331;14.8;4332;15;4331;16;4356;18;4356;18;4356;17;4384;17;4381;15;4233;14;4233;14;4234;14;4233;14;4381;0;4381;0;4306;18.8;4256;30.5;4331;41;;;;;;;;;;;10707;0;4256;0.0000;4257;0.00;
4506;12.9;;;4535;-313;4534;-224;4531;1003;4534;3.6;4536;-242;;;;;;;;;11694;0;4583;14;4583;14;4431;140.11;4532;19;6901;60.000;6901;26.000;6901;30.000;4585;16;4435;16;4535;11.5;5548;611.8066;;;4406;0.00;;;;;;;4535;0.0;2295;0.0;455;-0.7;455;0;4535;14;4536;2;4536;80;;;;;5632;0.1;2945;0.1;4481;0;2945;0.0;;;;;11694;0;4584;16;4582;14;4584;17;4531;14.8;4532;15;4532;16;4556;18;4557;18;4557;17;4584;17;4582;15;4433;14;4433;14;4434;14;4434;14;4581;0;4581;0;4507;18.7;4456;30.5;4531;41;;;;;;;;;;;11694;0;4456;0.0000;4457;0.00;
4707;12.9;;;4734;-323;4734;-215;4731;1003;4734;3.6;4735;-242;;;;;;;;;11708;0;4784;14;4784;14;4632;137.76;4732;19;7202;60.000;7202;26.000;7202;30.000;4785;16;4635;16;4735;11.5;5798;611.8474;;;4607;0.00;;;;;;;4734;0.0;2395;0.0;475;-0.7;475;0;4734;14;4735;2;4735;80;;;;;5882;0.1;2945;0.1;4681;0;2945;0.0;;;;;11708;0;4784;16;4782;14;4784;17;4732;14.8;4732;15;4732;16;4757;18;4757;18;4757;17;4784;17;4782;15;4633;14;4634;14;4634;14;4634;14;4781;0;4782;0;4707;18.8;4656;30.5;4731;41;;;;;;;;;;;11708;0;4657;0.0000;4657;0.00;
4907;12.9;;;4934;-277;4934;-242;4932;1003;4934;3.6;4936;-242;;;;;;;;;12696;0;4984;14;4984;14;4831;137.63;4933;19;7502;60.000;7502;26.000;7502;30.000;4985;16;4835;16;4935;11.5;6048;612.0710;;;4807;0.00;;;;;;;4935;0.0;2495;0.0;495;-0.7;495;0;4935;14;4935;2;4935;80;;;;;6133;0.1;3196;0.1;4882;0;3196;0.0;;;;;12696;0;4984;16;4983;14;4985;17;4932;14.8;4932;15;4932;16;4957;18;4957;18;4957;17;4985;17;4983;15;4834;14;4834;14;4834;13;4834;14;4983;0;4983;0;4907;18.7;4857;30.5;4932;41;;;;;;;;;;;12696;0;4857;0.0000;4857;0.00;
5107;13.0;;;5135;-231;5134;-315;5132;1003;5134;3.6;5136;-270;;;;;;;;;12709;0;5184;14;5184;14;5032;133.44;5133;19;7802;60.000;7802;26.000;7802;30.000;5186;16;5036;16;5136;11.5;6299;611.8188;;;5007;0.00;;;;;;;5135;0.0;2595;0.0;515;-0.7;515;0;5135;14;5135;2;5136;80;;;;;6383;0.1;3196;0.1;5082;0;3196;0.0;;;;;12709;0;5185;16;5183;14;5185;17;5132;14.8;5133;15;5133;16;5157;18;5157;18;5158;17;5185;17;5182;15;5034;14;5034;14;5034;13;5035;14;5182;0;5182;0;5108;18.7;5057;30.5;5132;41;;;;;;;;;;;12709;0;5057;0.0000;5058;0.00;
5308;12.9;;;5336;-231;5336;-315;5332;1003;5334;3.6;5336;-270;;;;;;;;;13697;0;5385;14;5384;14;5232;139.69;5333;19;8103;60.000;8103;26.000;8103;30.000;5386;16;5236;16;5336;11.5;6549;611.8271;;;5208;0.00;;;;;;;5335;0.0;2695;0.0;535;-0.7;535;0;5335;14;5335;2;5335;80;;;;;6634;0.1;3446;0.1;5282;0;3446;0.0;;;;;13697;0;5385;16;5383;15;5385;17;5333;14.8;5333;15;5333;16;5358;18;5358;18;5358;17;5385;17;5383;15;5234;14;5235;14;5235;13;5235;14;5382;0;5383;0;5308;18.8;5257;30.5;5332;41;;;;;;;;;;;13697;0;5258;0.0000;5258;0.00;
5508;12.9;;;5536;-249;5536;-260;5532;1003;5535;3.6;5535;-196;;;;;;;;;13711;0;5585;14;5585;14;5432;139.49;5534;19;8403;60.000;8403;26.000;8403;30.000;5586;16;5436;16;5536;11.5;6799;611.8710;;;5408;0.00;;;;;;;5536;0.0;2795;0.0;555;-0.7;555;0;5537;14;5535;2;5535;80;;;;;6884;0.1;3446;0.1;5482;0;3446;0.0;;;;;13711;0;5585;16;5583;15;5585;17;5533;14.8;5533;15;5533;16;5558;18;5558;18;5558;17;5586;17;5583;15;5435;15;5435;15;5435;15;5435;14;5583;0;5583;0;5508;18.8;5458;30.5;5533;41;;;;;;;;;;;13711;0;5458;0.0000;5458;0.00;
5708;13.0;;;5736;-277;5735;-270;5733;1003;5735;3.6;5737;-261;;;;;;;;;14700;0;5785;14;5785;14;5633;133.02;5734;19;8704;60.000;8704;26.000;8704;30.000;5787;16;5636;16;5737;11.5;7050;611.8127;;;5609;0.00;;;;;;;5736;0.0;2895;0.0;575;-0.7;575;0;5736;14;5736;2;5736;80;;;;;7134;0.1;3696;0.1;5683;0;3696;0.0;;;;;14700;0;5786;16;5784;14;5786;17;5733;14.8;5734;15;5733;16;5758;18;5758;18;5759;17;5786;17;5783;14;5635;14;5635;14;5635;14;5636;14;5783;0;5783;0;5709;18.8;5658;30.5;5733;41;;;;;;;;;;;14700;0;5658;0.0000;5659;0.00;
5909;12.9;;;5937;-313;5937;-297;5934;1003;5935;3.7;5937;-345;;;;;;;;;14712;0;5987;14;5986;14;5834;131.86;5935;19;9004;60.000;9004;26.000;9004;30.000;5987;16;5837;16;5937;11.5;7300;611.8442;;;5808;0.00;;;;;;;5936;0.0;2996;0.0;595;-0.7;595;0;5936;14;5936;2;5936;80;;;;;7385;0.1;3696;0.1;5884;0;3696;0.0;;;;;14712;0;5987;16;5984;14;5987;17;5934;14.8;5935;15;5935;16;5959;18;5959;18;5959;17;5988;17;5984;14;5835;15;5835;14;5836;14;5836;14;5983;0;5983;0;5909;18.7;5858;30.5;5934;41;;;;;;;;;;;14712;0;5859;0.0000;5859;0.00;
6109;13.0;;;6137;-295;6137;-279;6133;1003;6136;3.6;6136;-280;;;;;;;;;15700;0;6186;14;6186;14;6033;138.00;6135;19;9304;60.000;9304;26.000;9304;30.000;6187;16;6037;16;6137;11.5;7551;611.8813;;;6009;0.00;;;;;;;6137;0.0;3096;0.0;615;-0.7;615;0;6138;14;6136;2;6136;80;;;;;7635;0.1;3947;0.1;6083;0;3947;0.0;;;;;15700;0;6186;16;6184;14;6186;17;6134;14.8;6134;15;6134;16;6159;18;6159;18;6159;17;6187;17;6184;15;6036;15;6036;14;6036;14;6036;14;6184;0;6184;0;6109;18.7;6059;30.5;6134;41;;;;;;;;;;;15700;0;6059;0.0000;6059;0.00;
6309;13.0;;;6337;-286;6336;-270;6334;1003;6336;3.6;6336;-233;;;;;;;;;15714;0;6386;14;6386;14;6234;136.41;6335;19;9605;60.000;9605;26.000;9605;30.000;6387;16;6237;16;6337;11.5;7801;611.8196;;;6209;0.00;;;;;;;6337;0.0;3196;0.0;635;-0.7;635;0;6337;14;6338;2;6338;80;;;;;7885;0.1;3947;0.1;6284;0;3947;0.0;;;;;15714;0;6386;16;6385;14;6387;17;6334;14.8;6335;15;6334;16;6359;18;6359;18;6360;17;6387;17;6384;15;6236;15;6236;14;6236;15;6237;14;6384;0;6384;0;6309;18.8;6259;30.5;6334;41;;;;;;;;;;;15714;0;6259;0.0000;6259;0.00;
6510;12.9;;;6537;-304;6537;-260;6534;1003;6536;3.6;6538;-224;;;;;;;;;16702;0;6587;14;6586;14;6434;141.32;6535;19;9905;60.000;9905;26.000;9905;30.000;6588;16;6438;16;6538;11.5;8051;611.7582;;;6409;0.00;;;;;;;6537;0.0;3296;0.0;655;-0.7;655;0;6537;14;6537;2;6538;80;;;;;8136;0.1;4197;0.1;6484;0;4197;0.0;;;;;16702;0;6587;16;6585;14;6587;17;6534;14.8;6535;15;6534;16;6559;18;6560;18;6560;17;6587;17;6585;15;6436;15;6436;13;6437;14;6437;13;6584;0;6584;0;6510;18.7;6459;30.5;6535;41;;;;;;;;;;;16702;0;6460;0.0000;6460;0.00;
6710;13.0;;;6738;-313;6738;-279;6735;1003;6737;3.6;6737;-252;;;;;;;;;16715;0;6787;14;6787;14;6635;132.55;6736;19;10206;60.000;10206;26.000;10206;30.000;6788;16;6638;16;6738;11.5;8302;611.7713;;;6610;0.00;;;;;;;6738;0.0;3396;0.0;675;-0.7;675;0;6739;14;6737;2;6737;80;;;;;8386;0.1;4197;0.1;6685;0;4197;0.0;;;;;16715;0;6787;16;6785;14;6787;17;6736;14.8;6736;15;6736;16;6760;18;6760;18;6760;17;6788;17;6785;15;6636;15;6637;14;6637;15;6637;14;6784;0;6785;0;6710;18.7;6660;30.5;6736;41;;;;;;;;;;;16715;0;6660;0.0000;6660;0.00;
6910;13.0;;;6938;-341;6937;-270;6935;1003;6937;3.6;6937;-270;;;;;;;;;17703;0;6987;14;6987;14;6834;137.63;6936;19;10506;60.000;10506;26.000;10506;30.000;6988;16;6838;16;6938;11.5;8552;611.8383;;;6810;0.00;;;;;;;6938;0.0;3496;0.0;695;-0.7;695;0;6938;14;6939;2;6939;80;;;;;8636;0.1;4448;0.1;6885;0;4448;0.0;;;;;17703;0;6987;16;6986;14;6988;17;6935;14.8;6936;15;6935;16;6960;18;6960;18;6961;17;6988;17;6985;15;6838;14;6838;14;6838;15;6839;14;6985;0;6985;0;6910;18.7;6860;30.5;6935;41;;;;;;;;;;;17703;0;6860;0.0000;6861;0.00;
7110;13.0;;;7138;-341;7137;-215;7135;1003;7137;3.6;7139;-196;;;;;;;;;17717;0;7187;14;7187;14;7035;131.35;7136;19;10807;60.000;10807;26.000;10807;30.000;7189;16;7038;16;7139;11.5;8803;611.8406;;;7010;0.00;;;;;;;7138;0.0;3596;0.0;715;-0.7;715;0;7138;14;7138;2;7139;80;;;;;8887;0.1;4448;0.1;7085;0;4448;0.0;;;;;17717;0;7188;16;7186;14;7188;17;7135;14.8;7136;15;7136;16;7160;18;7161;18;7161;17;7188;17;7186;15;7037;14;7037;14;7038;15;7038;14;7185;0;7185;0;7111;18.7;7060;30.5;7135;41;;;;;;;;;;;17717;0;7060;0.0000;7061;0.00;
7311;12.9;;;7338;-277;7338;-251;7335;1003;7338;3.6;7339;-196;;;;;;;;;18705;0;7388;14;7388;14;7235;138.96;7336;19;11107;60.000;11107;26.000;11107;30.000;7389;16;7239;16;7339;11.5;9053;611.7626;;;7211;0.00;;;;;;;7338;0.0;3697;0.0;735;-0.7;735;0;7338;14;7339;2;7339;80;;;;;9137;0.1;4698;0.1;7285;0;4698;0.0;;;;;18705;0;7388;16;7386;15;7388;17;7336;14.8;7336;15;7336;16;7361;18;7361;18;7361;17;7388;17;7386;15;7237;15;7238;14;7238;13;7238;15;7385;0;7386;0;7311;18.7;7261;30.5;7335;41;;;;;;;;;;;18705;0;7261;0.0000;7261;0.00;
7511;13.0;;;7538;-304;7538;-270;7536;1003;7538;3.6;7540;-196;;;;;;;;;18718;0;7588;14;7588;14;7435;141.85;7537;19;11407;60.000;11407;26.000;11407;30.000;7589;16;7439;16;7539;11.5;9303;611.7705;;;7411;0.00;;;;;;;7539;0.0;3797;0.0;755;-0.7;755;0;7539;14;7539;2;7539;80;;;;;9387;0.1;4698;0.1;7486;0;4698;0.0;;;;;18718;0;7588;16;7586;14;7589;17;7536;14.8;7536;15;7536;16;7561;18;7561;18;7561;17;7589;17;7586;15;7438;15;7438;14;7438;13;7438;15;7586;0;7586;0;7511;18.7;7461;30.5;7536;41;;;;;;;;;;;18718;0;7461;0.0000;7461;0.00;
7711;12.9;;;7739;-350;7738;-242;7736;1003;7738;3.5;7740;-140;;;;;;;;;;;7789;14;7789;14;7636;142.56;7737;19;11708;60.000;11708;26.000;11708;30.000;7790;16;7639;16;7740;11.5;9554;611.8444;;;7611;0.00;;;;;;;7739;0.0;3897;0.0;775;-0.7;775;0;7739;14;7739;2;7740;80;;;;;9638;0.1;4948;0.1;7686;0;4948;0.0;;;;;;;7789;16;7787;14;7790;17;7736;14.8;7737;15;7737;16;7762;18;7762;18;7763;17;7790;17;7786;15;7638;15;7638;14;7638;13;7639;15;7786;0;7786;0;7712;18.8;7661;30.5;7736;41;;;;;;;;;;;;;7661;0.0000;7662;0.00;
7912;12.9;;;7939;-323;7939;-196;7936;1003;7938;3.5;7940;-112;;;;;;;;;;;7989;14;7988;14;7836;132.56;7937;19;12008;60.000;12008;26.000;12008;30.000;7990;16;7840;16;7940;11.5;9804;611.8140;;;7812;0.00;;;;;;;7939;0.0;3997;0.0;795;-0.7;795;0;7939;14;7940;2;7940;80;;;;;9888;0.1;4948;0.1;7886;0;4948;0.0;;;;;;;7989;16;7987;14;7989;17;7937;14.8;7937;15;7937;16;7962;18;7962;18;7962;17;7989;17;7987;15;7838;14;7839;14;7839;14;7839;14;7986;0;7987;0;7912;18.7;7861;30.5;7936;41;;;;;;;;;;;;;7862;0.0000;7862;0.00;
8112;13.0;;;8139;-295;8139;-251;8136;1003;8139;3.6;8141;-177;;;;;;;;;;;8189;14;8189;14;8036;133.38;8138;19;12309;60.000;12309;26.000;12309;30.000;8190;16;8040;16;8140;11.5;10055;611.7665;;;8012;0.00;;;;;;;8139;0.0;4097;0.0;815;-0.7;815;0;8140;14;8140;2;8140;80;;;;;10139;0.1;5199;0.1;8086;0;5199;0.0;;;;;;;8189;16;8188;14;8189;17;8137;14.8;8137;15;8137;16;8162;18;8162;18;8162;17;8190;17;8188;15;8039;14;8039;14;8039;14;8039;13;8188;0;8188;0;8112;18.7;8062;30.5;8137;41;;;;;;;;;;;;;8062;0.0000;8062;0.00;
8312;13.0;;;8340;-313;8339;-169;8337;1003;8339;3.6;8341;-149;;;;;;;;;;;8389;14;8389;14;8238;139.92;8338;19;12609;60.000;12609;26.000;12609;30.000;8390;16;8240;16;8340;11.5;10305;611.8145;;;8212;0.00;;;;;;;8340;0.0;4197;0.0;835;-0.7;835;0;8340;14;8340;2;8341;80;;;;;10389;0.1;5199;0.1;8287;0;5199;0.0;;;;;;;8390;16;8388;14;8390;17;8337;14.8;8337;15;8337;16;8362;18;8362;18;8363;17;8390;17;8387;15;8239;14;8239;15;8239;14;8240;14;8387;0;8387;0;8313;18.7;8262;30.5;8338;41;;;;;;;;;;;;;8262;0.0000;8263;0.00;
8513;12.9;;;8540;-313;8540;-169;8537;1003;8539;3.6;8541;-149;;;;;;;;;;;8590;14;8589;14;8437;141.25;8538;19;12910;60.000;12910;26.000;12910;30.000;8591;16;8440;16;8541;11.5;10555;611.8145;;;8413;0.00;;;;;;;8540;0.0;4297;0.0;855;-0.7;855;0;8540;14;8541;2;8541;80;;;;;10639;0.1;5449;0.1;8487;0;5449;0.0;;;;;;;8590;16;8587;14;8590;17;8538;14.8;8538;15;8538;16;8563;18;8563;18;8563;17;8590;17;8588;15;8439;15;8440;15;8439;15;8440;15;8587;0;8588;0;8513;18.7;8462;30.5;8537;41;;;;;;;;;;;;;8463;0.0000;8463;0.00;
8713;12.9;;;8740;-313;8740;-169;8737;1003;8740;3.6;8742;-149;;;;;;;;;;;8790;14;8790;14;8638;132.50;8739;19;13210;60.000;13210;26.000;13210;30.000;8791;16;8641;16;8741;11.5;10806;611.8173;;;8613;0.00;;;;;;;8740;0.0;4398;0.0;875;-0.7;875;0;8741;14;8741;2;8741;80;;;;;10890;0.1;5449;0.1;8687;0;5449;0.0;;;;;;;8790;16;8788;14;8790;17;8738;14.8;8738;15;8738;16;8763;18;8763;18;8763;17;8791;17;8788;15;8640;13;8640;15;8640;14;8640;14;8788;0;8788;0;8713;18.8;8663;30.5;8738;41;;;;;;;;;;;;;8663;0.0000;8663;0.00;
8913;12.9;;;8940;-286;8940;-251;8938;1003;8940;3.6;8942;-205;;;;;;;;;;;8990;14;8990;14;8839;133.23;8940;19;13510;60.000;13510;26.000;13510;30.000;8991;16;8841;16;8941;11.5;11056;611.7932;;;8813;0.00;;;;;;;8941;0.0;4498;0.0;895;-0.7;895;0;8941;14;8941;2;8942;80;;;;;11140;0.1;5699;0.1;8888;0;5699;0.0;;;;;;;8990;16;8989;13;8991;17;8939;14.8;8939;15;8939;16;8963;18;8963;18;8964;17;8991;17;8988;15;8840;14;8840;15;8840;14;8841;15;8988;0;8988;0;8914;18.9;8863;30.5;8939;41;;;;;;;;;;;;;8863;0.0000;8863;0.00;
9114;12.9;;;9141;-277;9141;-270;9138;1003;9140;3.5;9142;-205;;;;;;;;;;;9191;14;9190;14;9038;133.81;9139;19;13811;60.000;13811;26.000;13811;30.000;9191;16;9041;16;9141;11.5;11307;611.7363;;;9013;0.00;;;;;;;9141;0.0;4598;0.0;915;-0.7;915;0;9141;14;9142;2;9142;80;;;;;11390;0.1;5699;0.1;9088;0;5699;0.0;;;;;;;9191;16;9189;13;9191;17;9138;14.8;9139;15;9139;16;9163;18;9164;18;9164;17;9191;17;9188;15;9040;14;9041;15;9040;14;9041;15;9188;0;9189;0;9114;18.9;9063;30.5;9138;41;;;;;;;;;;;;;9064;0.0000;9064;0.01;
9315;12.9;;;9341;-295;9341;-251;9338;1003;9341;3.6;9342;-196;;;;;;;;;;;9391;14;9391;14;9238;134.79;9339;19;14111;60.000;14111;26.000;14111;30.000;9392;16;9242;16;9342;11.6;11557;611.7536;;;9214;0.00;;;;;;;9341;0.0;4698;0.0;935;-0.7;935;0;9342;14;9342;2;9342;80;;;;;11641;0.1;5950;0.1;9288;0;5950;0.0;;;;;;;9391;16;9389;13;9391;17;9339;14.8;9339;15;9339;16;9364;18;9364;18;9364;17;9392;17;9389;15;9240;14;9241;15;9241;14;9241;15;9388;0;9389;0;9315;18.9;9265;30.5;9339;41;;;;;;;;;;;;;9265;0.0000;9265;0.01;
9514;12.9;;;9541;-277;9543;-242;9539;1003;9541;3.6;9543;-186;;;;;;;;;;;9591;14;9591;14;9438;141.15;9539;19;14412;60.000;14412;26.000;14412;30.000;9592;16;9442;16;9542;11.5;11807;611.7817;;;9414;0.00;;;;;;;9541;0.0;4798;0.0;955;-0.7;955;0;9542;14;9542;2;9542;80;;;;;11891;0.1;5950;0.1;9489;0;5950;0.0;;;;;;;9591;16;9590;13;9592;17;9540;14.8;9539;15;9539;16;9564;18;9564;18;9565;17;9592;17;9589;15;9441;14;9441;15;9441;14;9441;15;9589;0;9589;0;9515;18.8;9464;30.5;9540;41;;;;;;;;;;;;;9464;0.0000;9464;0.01;
9715;12.9;;;9742;-323;9741;-242;9739;1003;9741;3.6;9743;-158;;;;;;;;;;;9791;14;9791;14;9639;132.67;9740;19;14712;60.000;14712;26.000;14712;30.000;9792;16;9642;16;9742;11.5;12058;611.8038;;;9614;0.00;;;;;;;9742;0.0;4898;0.0;975;-0.7;975;0;9742;14;9743;2;9743;80;;;;;12141;0.1;6200;0.1;9689;0;6200;0.0;;;;;;;9792;16;9790;14;9792;17;9739;14.8;9740;15;9740;16;9764;18;9765;18;9765;17;9792;17;9790;15;9641;15;9641;14;9642;13;9642;14;9789;0;9789;0;9715;18.8;9664;30.5;9739;41;;;;;;;;;;;;;9664;0.0000;9665;0.01;
9916;12.9;;;9942;-323;9942;-242;9939;1003;9942;3.6;9943;-158;;;;;;;;;;;9992;14;9992;14;9839;135.09;9940;19;15013;60.000;15013;26.000;15013;30.000;9993;16;9842;16;9943;11.5;12308;611.8264;;;9815;0.00;;;;;;;9942;0.0;4998;0.0;995;-0.7;995;0;9942;14;9943;2;9943;80;;;;;12392;0.1;6200;0.1;9889;0;6200;0.0;;;;;;;9992;16;9990;14;9992;17;9940;14.8;9940;15;9940;16;9966;18;9966;18;9966;17;9992;17;9990;15;9841;15;9842;14;9842;13;9842;14;9989;0;9990;0;9916;18.9;9865;30.5;9939;41;;;;;;;;;;;;;9865;0.0000;9865;0.01;
10115;12.9;;;10142;-258;10144;-251;10140;1003;10142;3.5;10143;-130;;;;;;;;;;;10192;14;10192;14;10039;139.22;10140;19;15313;60.000;15313;26.000;15313;30.000;10193;16;10043;16;10143;11.5;12558;611.7626;;;10015;0.00;;;;;;;10142;0.0;5099;0.0;1015;-0.7;1015;0;10143;14;10143;2;10143;80;;;;;12642;0.1;6450;0.1;10090;0;6450;0.0;;;;;;;10192;16;10190;14;10193;17;10140;14.8;10140;15;10140;16;10165;18;10165;18;10165;17;10193;17;10190;15;10042;15;10042;14;10042;13;10042;14;10190;0;10190;0;10115;18.9;10065;30.5;10141;41;;;;;;;;;;;;;10065;0.0000;10065;0.01;
10315;13.0;;;10344;-240;10344;-288;10341;1003;10343;3.5;10343;-121;;;;;;;;;;;10392;14;10392;14;10240;135.35;10342;19;15613;60.000;15613;26.000;15613;30.000;10393;16;10243;16;10343;11.5;12809;611.7438;;;10215;0.00;;;;;;;10344;0.0;5199;0.0;1035;-0.7;1035;0;10342;14;10342;2;10343;80;;;;;12893;0.1;6450;0.1;10290;0;6450;0.0;;;;;;;10393;16;10390;14;10393;17;10341;14.8;10342;15;10342;16;10365;18;10366;18;10366;17;10393;17;10391;15;10242;15;10242;15;10242;15;10243;15;10390;0;10390;0;10316;18.8;10265;30.5;10341;41;;;;;;;;;;;;;10265;0.0000;10266;0.01;
10516;12.9;;;10543;-286;10543;-288;10540;1003;10542;3.6;10543;-214;;;;;;;;;;;10593;14;10592;14;10440;138.66;10541;19;15914;60.000;15914;26.000;15914;30.000;10594;16;10443;16;10544;11.6;13059;611.7643;;;10416;0.00;;;;;;;10544;0.0;5299;0.0;1055;-0.7;1055;0;10544;14;10544;2;10543;80;;;;;13143;0.1;6701;0.1;10490;0;6701;0.0;;;;;;;10593;16;10591;14;10593;17;10541;14.8;10541;15;10541;16;10567;18;10567;18;10567;17;10593;17;10591;15;10442;15;10443;15;10443;15;10443;14;10590;0;10591;0;10516;18.9;10465;30.5;10540;41;;;;;;;;;;;;;10466;0.0000;10466;0.01;
10716;12.9;;;10743;-277;10745;-242;10740;1003;10743;3.6;10744;-233;;;;;;;;;;;10793;14;10793;14;10641;135.17;10742;19;16214;60.000;16214;26.000;16214;30.000;10794;16;10644;16;10744;11.6;13310;611.7300;;;10616;0.00;;;;;;;10743;0.0;5399;0.0;1075;-0.7;1075;0;10743;14;10744;2;10744;80;;;;;13393;0.1;6701;0.1;10690;0;6701;0.0;;;;;;;10793;16;10791;14;10793;17;10741;14.8;10741;15;10741;16;10766;18;10766;18;10766;17;10794;17;10791;15;10643;14;10643;14;10643;14;10643;14;10791;0;10791;0;10716;18.8;10666;30.5;10741;41;;;;;;;;;;;;;10666;0.0000;10666;0.01;
10916;13.0;;;10945;-350;10944;-233;10941;1003;10943;3.6;10944;-289;;;;;;;;;;;10993;14;10993;14;10841;132.47;10942;19;16515;60.000;16515;26.000;16515;30.000;10994;16;10844;16;10944;11.6;13560;611.7791;;;10816;0.00;;;;;;;10945;0.0;5499;0.0;1096;-0.7;1096;0;10943;14;10944;2;10944;80;;;;;13644;0.1;6951;0.1;10891;0;6951;0.0;;;;;;;10994;16;10992;14;10994;17;10941;14.8;10942;15;10941;16;10966;18;10966;18;10967;17;10994;17;10992;15;10843;14;10843;15;10843;15;10844;13;10992;0;10993;0;10917;18.8;10866;30.5;10941;41;;;;;;;;;;;;;10866;0.0000;10867;0.01;
